Date,Open,High,Low,Close,Volume,Adj. Close
2016-05-30,517.0,540.0,501.0,522.24,8931.84173008,522.24
2016-05-31,522.24,548.5,515.0,528.25,10190.4467049,528.25
2016-06-01,528.32,542.87,518.0,537.39,7789.86133606,537.39
2016-06-02,537.18,540.0,529.13,535.99,3906.54492523,535.99
2016-06-03,535.85,570.0,532.15,564.35,7563.41605118,564.35
2016-06-04,563.53,588.71,560.65,575.87,7220.59353143,575.87
2016-06-05,574.68,582.0,558.54,570.0,5847.21665879,570.0
2016-06-06,570.0,585.99,566.02,583.5,4505.38126568,583.5
2016-06-07,583.52,594.44,573.11,575.16,5644.28911961,575.16
2016-06-08,575.15,582.77,563.0,575.71,4346.00401481,575.71
2016-06-09,576.79,584.25,573.0,575.29,3516.42805679,575.29
2016-06-10,575.29,580.0,572.0,575.73,3858.8136028,575.73
2016-06-11,574.67,587.09,574.67,581.76,2753.64216797,581.76
2016-06-12,581.76,648.88,580.87,645.37,11473.0193606,645.37
2016-06-13,644.21,725.0,636.24,689.95,19428.1724386,689.95
2016-06-14,688.5,707.02,668.73,673.48,8936.50145717,673.48
2016-06-15,673.47,690.73,655.0,688.15,8822.84187471,688.15
2016-06-16,689.4,750.5,687.3,738.26,14236.3232919,738.26
2016-06-17,738.22,778.7,706.37,744.13,16489.2010143,744.13
2016-06-18,744.0,757.96,723.02,753.18,5364.22718113,753.18
2016-06-19,753.53,778.85,736.03,761.56,5904.83385691,761.56
2016-06-20,762.82,764.0,725.0,736.92,6604.43563058,736.92
2016-06-21,738.86,742.0,641.25,667.51,24313.6682306,667.51
2016-06-22,664.52,684.23,625.0,650.52,17046.9159245,650.52
2016-06-23,650.5,651.0,540.17,559.51,25913.0022234,559.51
2016-06-24,559.5,683.88,558.11,637.0,22585.0694367,637.0
2016-06-25,637.02,684.45,636.1,672.79,5837.09154236,672.79
2016-06-26,673.98,679.45,614.0,618.8,6294.11041883,618.8
2016-06-27,616.7,649.98,608.64,634.15,8213.56772482,634.15
2016-06-28,634.12,665.51,630.89,642.4,5960.47031442,642.4
2016-06-29,642.4,650.0,621.09,627.05,7995.45028814,627.05
2016-06-30,629.88,669.9,627.05,662.28,9163.58217893,662.28
2016-07-01,664.87,684.1,659.71,670.83,6181.0209112,670.83
2016-07-02,670.81,701.76,667.83,691.25,6284.61272613,691.25
2016-07-03,691.25,704.99,647.0,655.0,7253.75721993,655.0
2016-07-04,656.25,682.35,640.1,673.95,4793.01786591,673.95
2016-07-05,673.29,682.36,661.57,669.0,3172.6618075,669.0
2016-07-06,668.97,679.0,665.01,674.74,2809.85982982,674.74
2016-07-07,675.66,678.43,632.0,638.7,8987.6677272,638.7
2016-07-08,637.21,654.6,605.5,650.4,10454.7681699,650.4
2016-07-09,649.97,665.99,640.0,657.2,5222.06424728,657.2
2016-07-10,657.2,661.0,626.0,641.77,4126.67253291,641.77
2016-07-11,638.66,659.6,638.65,646.27,2624.48896362,646.27
2016-07-12,646.5,661.46,644.14,660.0,3178.88196368,660.0
2016-07-13,659.37,678.0,657.0,661.37,5317.50035373,661.37
2016-07-14,662.0,663.97,650.01,661.0,5205.70010088,661.0
2016-07-15,663.0,667.73,658.41,662.15,2524.31928353,662.15
2016-07-16,662.97,670.01,655.0,659.74,2730.85580911,659.74
2016-07-17,660.99,669.99,659.74,667.54,1374.68679796,667.54
2016-07-18,669.5,684.19,666.8,682.0,4211.22843829,682.0
2016-07-19,682.0,682.0,666.12,671.29,2180.2878542,671.29
2016-07-20,672.36,675.0,660.0,664.62,3257.42749958,664.62
2016-07-21,664.62,669.12,660.1,664.67,2670.09653242,664.67
2016-07-22,663.4,666.3,650.43,653.0,4323.25691653,653.0
2016-07-23,653.03,657.76,645.0,654.01,2868.82413963,654.01
2016-07-24,654.01,659.7,651.99,656.96,887.29726583,656.96
2016-07-25,658.42,665.0,652.28,657.17,2277.98712917,657.17
2016-07-26,657.18,657.26,645.01,652.0,3259.36822866,652.0
2016-07-27,651.04,656.62,646.31,654.13,2786.6437499,654.13
2016-07-28,655.85,659.98,652.35,656.93,2361.64655923,656.93
2016-07-29,656.93,657.4,653.0,655.99,1608.91591457,655.99
2016-07-30,655.99,657.5,653.04,655.59,682.35556171,655.59
2016-07-31,657.43,657.5,629.53,633.99,3224.58629107,633.99
2016-08-01,633.99,635.09,614.82,622.5,4193.87194407,622.5
2016-08-02,623.47,623.47,594.21,596.22,6790.581411,596.22
2016-08-03,598.19,604.18,465.28,548.8,30420.8501664,548.8
2016-08-04,549.28,582.0,547.68,570.0,9846.74115079,570.0
2016-08-05,570.05,583.97,552.0,571.23,5394.89968846,571.23
2016-08-06,571.5,581.06,562.56,565.68,5481.44858499,565.68
2016-08-07,565.71,598.82,565.56,596.88,4084.06188761,596.88
2016-08-08,596.89,598.58,582.12,591.63,3254.62747948,591.63
2016-08-09,591.5,594.0,580.05,589.07,3149.04558091,589.07
2016-08-10,589.65,603.0,579.43,598.42,4959.525809,598.42
2016-08-11,598.47,598.99,587.91,590.8,2982.98014813,590.8
2016-08-12,590.8,591.97,580.47,588.8,2387.21051767,588.8
2016-08-13,588.19,589.98,581.71,583.51,1347.19039329,583.51
2016-08-14,583.51,587.14,563.73,567.02,3376.39005989,567.02
2016-08-15,567.02,573.69,556.24,559.99,4795.43450346,559.99
2016-08-16,559.99,579.49,554.9,575.33,5071.87934839,575.33
2016-08-17,575.94,579.8,567.17,569.74,4554.63947897,569.74
2016-08-18,569.86,573.87,566.02,572.56,3030.01294413,572.56
2016-08-19,572.56,575.87,552.3,570.0,5550.42553575,570.0
2016-08-20,570.0,578.98,568.52,575.6,2611.42436416,575.6
2016-08-21,576.97,583.99,575.97,578.0,1564.06208583,578.0
2016-08-22,578.05,585.16,572.5,583.09,3520.27838334,583.09
2016-08-23,583.66,585.95,576.0,578.31,5108.05613458,578.31
2016-08-24,577.88,582.33,575.4,577.5,2613.25859893,577.5
2016-08-25,576.5,582.1,571.16,574.1,4094.43950005,574.1
2016-08-26,574.17,582.46,574.1,577.56,3997.28393605,577.56
2016-08-27,578.12,579.95,565.0,565.0,2838.74440008,565.0
2016-08-28,565.0,572.91,564.81,569.97,1268.21137962,569.97
2016-08-29,569.71,575.0,569.02,574.85,1896.4140391,574.85
2016-08-30,574.85,576.0,568.55,575.99,3956.28397508,575.99
2016-08-31,575.99,576.5,569.0,569.0,3767.81936348,569.0
2016-09-01,569.0,573.92,566.86,570.0,3366.07634365,570.0
2016-09-02,570.0,574.2,567.03,572.25,3261.37010897,572.25
2016-09-03,572.13,573.85,569.56,571.68,1597.83131754,571.68
2016-09-04,571.09,609.05,569.01,604.5,6837.09433818,604.5
2016-09-05,604.99,607.65,592.46,602.53,3796.05435109,602.53
2016-09-06,601.8,609.74,599.54,607.91,3500.35113046,607.91
2016-09-07,607.91,612.16,604.17,612.0,4566.47113417,612.0
2016-09-08,611.89,628.98,611.25,625.97,4271.0302418,625.97
2016-09-09,625.88,627.49,612.93,620.57,3676.96162047,620.57
2016-09-10,620.55,625.0,618.67,620.5,2193.20011007,620.5
2016-09-11,621.6,623.75,619.05,623.04,909.88409461,623.04
2016-09-12,623.04,628.99,594.63,605.99,7168.45325108,605.99
2016-09-13,605.99,609.39,603.28,604.47,3554.04211107,604.47
2016-09-14,604.47,609.61,604.38,609.32,3147.98803888,609.32
2016-09-15,607.87,610.69,606.43,607.38,2124.20240248,607.38
2016-09-16,607.1,608.99,602.3,605.48,3649.29747489,605.48
2016-09-17,605.48,607.6,601.29,602.78,1530.49086998,602.78
2016-09-18,602.78,608.59,601.1,607.99,1238.53228514,607.99
2016-09-19,607.71,609.5,604.35,605.99,2018.48262957,605.99
2016-09-20,604.66,608.99,603.0,607.04,2507.59460464,607.04
2016-09-21,607.0,608.0,592.1,594.99,3869.16702037,594.99
2016-09-22,594.99,596.42,592.5,594.81,2401.6594093,594.81
2016-09-23,594.81,599.99,593.0,597.5,3698.2879938,597.5
2016-09-24,598.75,603.59,597.74,600.05,1936.92362644,600.05
2016-09-25,600.51,601.99,596.01,596.09,996.66457536,596.09
2016-09-26,597.6,606.0,596.0,604.71,3049.04439117,604.71
2016-09-27,603.76,608.37,600.02,603.83,3608.64667009,603.83
2016-09-28,603.83,607.0,600.8,603.0,2222.85400853,603.0
2016-09-29,602.98,605.0,601.0,604.94,3059.48637072,604.94
2016-09-30,604.94,606.62,603.15,604.15,2317.11575164,604.15
2016-10-01,604.98,613.97,603.43,613.39,1895.06470286,613.39
2016-10-02,613.03,614.28,605.0,605.79,1363.91104795,605.79
2016-10-03,605.79,611.14,605.1,609.5,1857.14437587,609.5
2016-10-04,609.5,612.98,604.99,607.59,3223.92788907,607.59
2016-10-05,607.59,612.0,605.76,609.08,2317.00402761,609.08
2016-10-06,610.94,611.05,607.09,610.19,2030.84050159,610.19
2016-10-07,609.98,616.34,607.52,613.9,3836.31139485,613.9
2016-10-08,613.52,616.99,611.0,614.6,1521.23255888,614.6
2016-10-09,614.6,615.04,610.0,613.01,1103.71392333,613.01
2016-10-10,614.59,616.47,611.16,615.64,1989.396042,615.64
2016-10-11,615.11,635.02,612.71,632.77,6869.08225584,632.77
2016-10-12,632.77,640.0,628.76,636.75,3946.28697835,636.75
2016-10-13,636.75,637.0,630.0,635.35,2341.39973843,635.35
2016-10-14,635.35,637.5,630.45,634.87,2861.69989324,634.87
2016-10-15,634.87,642.0,633.0,637.86,1994.29938809,637.86
2016-10-16,638.47,641.4,635.18,637.54,1089.09151972,637.54
2016-10-17,639.01,639.99,632.1,636.98,3748.28945832,636.98
2016-10-18,636.9,637.8,633.0,636.68,2693.69404129,636.68
2016-10-19,636.58,638.04,624.22,625.75,4119.6392364,625.75
2016-10-20,625.75,630.22,624.13,627.41,2736.79874054,627.41
2016-10-21,627.42,630.99,625.0,630.94,2819.09840732,630.94
2016-10-22,630.56,650.05,628.5,646.99,2662.07597224,646.99
2016-10-23,646.99,656.0,645.41,651.88,4337.47313069,651.88
2016-10-24,649.75,652.25,640.0,649.79,4601.99435377,649.79
2016-10-25,649.77,654.38,643.93,653.44,4206.07388978,653.44
2016-10-26,654.33,669.97,643.0,668.98,6505.17638023,668.98
2016-10-27,668.98,685.89,660.68,679.83,5667.56661723,679.83
2016-10-28,679.8,687.22,676.98,686.46,4100.4756527,686.46
2016-10-29,686.44,715.0,680.92,706.76,3958.62852652,706.76
2016-10-30,706.89,717.99,691.49,703.14,3856.17493955,703.14
2016-10-31,704.99,707.85,683.6,704.07,4343.0792674,704.07
2016-11-01,703.98,737.0,695.38,722.38,6176.94431467,722.38
2016-11-02,722.55,731.97,715.9,723.91,4325.33267595,723.91
2016-11-03,723.9,745.19,701.0,719.32,7630.57008559,719.32
2016-11-04,716.21,717.95,670.32,693.1,9902.70012036,693.1
2016-11-05,693.11,707.34,687.5,700.0,3093.70108484,700.0
2016-11-06,700.01,714.36,697.92,702.49,2229.34674753,702.49
2016-11-07,702.1,712.2,698.25,703.49,3009.70326284,703.49
2016-11-08,702.22,711.87,701.02,706.89,4352.03877892,706.89
2016-11-09,706.89,740.86,704.68,722.2,9977.3642834,722.2
2016-11-10,722.57,725.29,707.0,715.45,5015.74704356,715.45
2016-11-11,713.51,720.94,708.16,712.82,3821.1316415,712.82
2016-11-12,714.13,717.49,702.76,703.01,3069.50045212,703.01
2016-11-13,703.01,705.89,683.23,692.11,4756.17268274,692.11
2016-11-14,692.09,702.89,692.06,699.97,7026.54459765,699.97
2016-11-15,699.7,713.84,698.35,711.29,6234.27185876,711.29
2016-11-16,711.85,739.02,708.44,730.05,9690.70749732,730.05
2016-11-17,730.07,749.98,728.81,745.28,9404.29296439,745.28
2016-11-18,745.32,752.95,731.31,747.11,4060.78404953,747.11
2016-11-19,747.88,755.07,741.1,744.96,2728.49094574,744.96
2016-11-20,744.98,753.82,725.59,730.0,3687.76260522,730.0
2016-11-21,729.24,736.01,714.0,734.35,4701.93130692,734.35
2016-11-22,734.35,747.0,730.27,746.06,5168.9130165,746.06
2016-11-23,746.06,750.0,733.2,735.55,4327.32843893,735.55
2016-11-24,735.55,741.65,729.4,731.33,4008.0892239,731.33
2016-11-25,730.46,735.77,728.0,734.25,4381.980906,734.25
2016-11-26,733.68,737.56,722.3,723.94,2373.5654924,723.94
2016-11-27,723.94,732.0,722.44,730.95,3357.19355327,730.95
2016-11-28,729.27,732.42,724.1,731.35,4615.35825989,731.35
2016-11-29,731.35,733.29,721.0,731.0,4638.96248406,731.0
2016-11-30,731.35,744.49,727.0,739.99,6895.83448992,739.99
2016-12-01,739.99,753.53,739.79,753.4,5492.86950496,753.4
2016-12-02,753.4,778.07,749.2,768.99,8379.69372904,768.99
2016-12-03,768.99,770.99,752.41,762.23,3848.99111868,762.23
2016-12-04,762.2,765.0,752.41,759.81,2959.68307474,759.81
2016-12-05,759.81,762.09,743.0,751.99,5226.428283,751.99
2016-12-06,750.23,759.9,747.99,757.78,5705.99807113,757.78
2016-12-07,757.78,765.25,751.0,764.87,5491.02914442,764.87
2016-12-08,764.87,772.01,762.29,770.0,4966.83816985,770.0
2016-12-09,770.01,773.99,765.32,770.96,3205.37783067,770.96
2016-12-10,770.98,773.91,767.99,773.84,1982.68546866,773.84
2016-12-11,773.83,774.12,764.01,769.97,2199.0345902,769.97
2016-12-12,769.98,779.0,767.0,776.8,2582.50368038,776.8
2016-12-13,776.81,793.27,765.1,783.32,4522.91473011,783.32
2016-12-14,781.0,783.35,770.74,773.7,2595.07968893,773.7
2016-12-15,774.54,779.08,771.0,777.09,2557.4716019,777.09
2016-12-16,778.0,782.46,771.24,780.71,3620.00975179,780.71
